time,latitude (deg),longitude (deg),barometric pressure (hPa),air temperature (degC),tilt (deg),compass bearing (deg)
2025-07-15T22:00:14,83.742279,27.167042,1004,0.7500,3.0,99.0
2025-07-16T00:00:15,83.729416,27.227976,1005,0.5000,3.0,91.0
2025-07-16T02:00:15,83.711327,27.292175,1005,0.4375,3.0,101.0
2025-07-16T04:00:14,83.691315,27.338873,1005,0.8125,3.0,92.0
2025-07-16T06:00:15,83.673630,27.354807,1005,0.9375,3.0,98.0
2025-07-16T08:00:15,83.660667,27.355104,1006,1.3125,3.0,97.0
2025-07-16T10:00:14,83.652557,27.362726,1006,2.1250,3.0,97.0
2025-07-16T12:00:15,83.645348,27.391178,1006,2.5000,3.0,102.0
2025-07-16T14:00:15,83.634666,27.441778,1006,1.8750,3.0,101.0
2025-07-16T16:00:14,83.619370,27.473875,1007,2.6875,3.0,96.0
2025-07-16T18:00:15,83.604546,27.470749,1007,1.5000,3.0,97.0
2025-07-16T20:00:15,83.594910,27.443813,1007,1.3125,3.0,96.0
2025-07-16T22:00:14,83.589348,27.430176,1008,0.5000,3.0,96.0
2025-07-17T00:00:15,83.583290,27.455635,1008,0.5625,3.0,100.0
2025-07-17T02:00:15,83.572441,27.494493,1008,0.6250,3.0,96.0
2025-07-17T04:00:14,83.558922,27.507694,1008,0.8125,3.0,97.0
2025-07-17T06:00:15,83.547028,27.487230,1008,1.1875,3.0,96.0
2025-07-17T08:00:14,83.539314,27.451014,1009,1.8750,3.0,97.0
2025-07-17T10:00:15,83.534081,27.421038,1009,3.0000,3.0,101.0
2025-07-17T12:00:15,83.528030,27.408735,1010,2.7500,3.0,95.0
2025-07-17T14:00:14,83.518890,27.419029,1010,2.6250,3.0,94.0
2025-07-17T16:00:15,83.504684,27.406809,1010,2.1875,3.0,95.0
2025-07-17T18:00:14,83.490326,27.361347,1010,1.5625,3.0,92.0
2025-07-17T20:00:15,83.483231,27.301088,1010,1.0000,3.0,100.0
2025-07-17T22:00:15,83.482079,27.253473,1010,1.0000,3.0,95.0
2025-07-18T00:00:14,83.483658,27.260929,1010,0.9375,3.0,98.0
2025-07-18T02:00:15,83.477646,27.307249,1010,0.8750,3.0,95.0
2025-07-18T04:00:15,83.465813,27.327843,1009,0.9375,3.0,101.0
2025-07-18T06:00:14,83.454704,27.321373,1009,0.8750,3.0,93.0
2025-07-18T08:00:15,83.450096,27.304501,1009,2.0625,3.0,94.0
2025-07-18T10:00:15,83.450592,27.335794,1009,2.3750,3.0,98.0
2025-07-18T12:00:14,83.446098,27.374956,1009,3.8125,3.0,100.0
2025-07-18T14:00:15,83.436157,27.427069,1009,3.3125,3.0,102.0
2025-07-18T16:00:15,83.422707,27.440145,1009,1.8125,3.0,95.0
2025-07-18T18:00:14,83.410728,27.415237,1010,1.1250,3.0,92.0
2025-07-18T20:00:15,83.403061,27.385916,1010,0.9375,3.0,99.0
2025-07-18T22:00:15,83.401810,27.382481,1010,1.1875,3.0,101.0
2025-07-19T00:00:14,83.400955,27.415903,1011,1.3125,3.0,98.0
2025-07-19T02:00:15,83.395966,27.466267,1011,1.5000,3.0,93.0
2025-07-19T04:00:15,83.386551,27.486891,1011,1.6250,3.0,91.0
2025-07-19T06:00:14,83.377548,27.457104,1012,2.1250,3.0,96.0
2025-07-19T08:00:15,83.374374,27.403316,1012,3.2500,3.0,100.0
2025-07-19T10:00:14,83.377838,27.380285,1013,4.6875,4.0,96.0
2025-07-19T12:00:15,83.382080,27.391220,1013,4.0625,4.0,95.0
2025-07-19T14:00:15,83.380463,27.426468,1013,4.5625,4.0,97.0
2025-07-19T16:00:14,83.373848,27.446636,1013,4.3125,4.0,103.0
2025-07-19T18:00:15,83.366409,27.425196,1014,3.1875,4.0,98.0
2025-07-19T20:00:14,83.363861,27.382360,1013,2.5625,4.0,95.0
2025-07-19T22:00:15,83.367805,27.361023,1014,2.3750,4.0,94.0
2025-07-20T00:00:15,83.373497,27.380243,1014,1.8125,4.0,99.0
2025-07-20T02:00:14,83.374893,27.424486,1014,1.8125,4.0,97.0
2025-07-20T04:00:15,83.369781,27.454432,1014,2.6250,4.0,100.0
2025-07-20T06:00:15,83.362762,27.439659,1013,3.5625,4.0,103.0
2025-07-20T08:00:14,83.359489,27.398735,1013,4.5625,4.0,97.0
2025-07-20T10:00:15,83.363091,27.372513,1013,4.1250,4.0,95.0
2025-07-20T12:00:15,83.368340,27.383856,1014,5.5000,4.0,100.0
2025-07-20T14:00:14,83.368919,27.421703,1013,9.4375,4.0,104.0
2025-07-20T16:00:15,83.363205,27.451864,1013,6.7500,4.0,103.0
2025-07-20T18:00:15,83.354652,27.450089,1013,3.5000,4.0,99.0
2025-07-20T20:00:14,83.349442,27.421156,1013,2.7500,4.0,99.0
2025-07-20T22:00:15,83.348961,27.398170,1013,1.7500,4.0,95.0
2025-07-21T00:00:15,83.349297,27.396610,1013,1.1250,4.0,100.0
2025-07-21T02:00:14,83.346939,27.434475,1013,1.1250,4.0,98.0
2025-07-21T04:00:15,83.339539,27.471371,1012,1.2500,4.0,98.0
2025-07-21T06:00:15,83.330078,27.475033,1012,1.0625,4.0,92.0
2025-07-21T08:00:14,83.321465,27.467606,1012,1.5625,4.0,100.0
2025-07-21T10:00:15,83.314896,27.470848,1012,1.6875,4.0,100.0
2025-07-21T12:00:15,83.309128,27.477043,1012,2.2500,4.0,100.0
2025-07-21T14:00:14,83.301949,27.514200,1012,2.2500,4.0,101.0
2025-07-21T16:00:15,83.291908,27.558100,1011,2.1875,4.0,95.0
2025-07-21T18:00:15,83.279343,27.588703,1011,1.5000,4.0,95.0
2025-07-21T20:00:14,83.266403,27.606749,1010,0.9375,4.0,99.0
2025-07-21T22:00:15,83.255264,27.634762,1010,0.6250,4.0,104.0
2025-07-22T00:00:15,83.244698,27.695065,1010,0.1250,4.0,103.0
2025-07-22T02:00:14,83.231758,27.771675,1009,0.3125,4.0,102.0
2025-07-22T04:00:15,83.216232,27.836145,1008,0.4375,4.0,94.0
2025-07-22T06:00:15,83.199867,27.867664,1008,0.4375,4.0,101.0
2025-07-22T08:00:14,83.185928,27.876600,1008,0.8125,4.0,100.0
2025-07-22T10:00:15,83.175674,27.889400,1008,0.9375,4.0,102.0
2025-07-22T12:00:15,83.165985,27.921511,1008,1.0000,4.0,101.0
2025-07-22T14:00:14,83.153160,27.975090,1008,1.0625,4.0,99.0
2025-07-22T16:00:15,83.137154,28.025045,1008,0.6875,4.0,95.0
2025-07-22T18:00:15,83.120010,28.033541,1008,0.4375,4.0,95.0
2025-07-22T20:00:14,83.105171,28.024433,1008,0.4375,4.0,97.0
2025-07-22T22:00:15,83.094055,28.033945,1008,0.6875,4.0,106.0
2025-07-23T00:00:15,83.083862,28.084602,1008,0.3750,4.0,96.0
2025-07-23T02:00:14,83.070488,28.148094,1007,0.3125,4.0,101.0
2025-07-23T04:00:15,83.054649,28.201151,1007,0.6250,4.0,99.0
2025-07-23T06:00:15,83.038391,28.217899,1006,0.9375,4.0,102.0
2025-07-23T08:00:14,83.024513,28.202251,1006,0.6250,4.0,95.0
2025-07-23T10:00:15,83.012299,28.198416,1005,0.5000,4.0,104.0
2025-07-23T12:00:15,82.999397,28.221643,1004,0.6250,4.0,97.0
2025-07-23T14:00:14,82.982574,28.277235,1003,0.3750,4.0,94.0
2025-07-23T16:00:15,82.960205,28.338165,1002,0.3125,4.0,104.0
2025-07-23T18:00:15,82.934425,28.357143,1000,0.0625,4.0,98.0
2025-07-23T20:00:14,82.910011,28.329107,999,0.1250,4.0,96.0
2025-07-23T22:00:15,82.889648,28.277281,998,0.3125,4.0,103.0
2025-07-24T00:00:15,82.876457,28.225666,997,0.1250,4.0,95.0
2025-07-24T02:00:14,82.868248,28.194708,997,0.3125,4.0,99.0
2025-07-24T04:00:15,82.861275,28.169758,997,0.5625,4.0,99.0
2025-07-24T06:00:15,82.853058,28.122366,997,1.1875,4.0,101.0
2025-07-24T08:00:14,82.843437,28.049314,997,1.3125,5.0,108.0
2025-07-24T10:00:15,82.836823,27.963943,997,1.5625,4.0,101.0
2025-07-24T12:00:15,82.832588,27.904364,997,1.3750,4.0,102.0
2025-07-24T14:00:14,82.829788,27.885706,997,1.1875,4.0,99.0
2025-07-24T16:00:15,82.826248,27.865742,997,0.2500,5.0,103.0
2025-07-24T18:00:15,82.822639,27.798042,998,0.5000,5.0,102.0
2025-07-24T20:00:14,82.817459,27.705219,998,0.6250,5.0,103.0
2025-07-24T22:00:15,82.810951,27.607563,997,0.5000,4.0,96.0
2025-07-25T00:00:15,82.800499,27.545185,997,0.1875,5.0,98.0
2025-07-25T02:00:14,82.789871,27.489973,997,0.3750,5.0,95.0
2025-07-25T04:00:15,82.778961,27.443941,996,0.4375,4.0,104.0
2025-07-25T06:00:15,82.765938,27.386387,996,0.6250,4.0,97.0
2025-07-25T08:00:14,82.753441,27.314573,996,1.0000,5.0,107.0
2025-07-25T10:00:15,82.740448,27.247028,996,1.1875,4.0,92.0
2025-07-25T12:00:15,82.726944,27.189882,996,1.0000,5.0,102.0
2025-07-25T14:00:14,82.714439,27.159660,996,1.0000,5.0,96.0
2025-07-25T16:00:15,82.702171,27.140881,996,0.8750,5.0,102.0
2025-07-25T18:00:15,82.689232,27.119478,995,0.5000,5.0,97.0
2025-07-25T20:00:14,82.675339,27.081781,995,0.3750,5.0,98.0
2025-07-25T22:00:15,82.664154,27.018604,996,0.4375,5.0,107.0
2025-07-26T00:00:15,82.656227,26.959948,996,0.3125,5.0,98.0
2025-07-26T02:00:14,82.648743,26.921656,997,0.6875,5.0,103.0
2025-07-26T04:00:15,82.642616,26.899191,997,1.0000,5.0,107.0
2025-07-26T06:00:15,82.635910,26.866335,998,1.8750,5.0,102.0
2025-07-26T08:00:14,82.631401,26.815392,998,2.4375,5.0,102.0
2025-07-26T10:00:15,82.628586,26.759712,999,2.9375,5.0,108.0
2025-07-26T12:00:15,82.624947,26.734812,999,3.4375,5.0,100.0
2025-07-26T14:00:14,82.617966,26.726778,1000,2.3750,5.0,100.0
2025-07-26T16:00:15,82.608376,26.713947,1001,2.1875,5.0,108.0
2025-07-26T18:00:15,82.597816,26.690786,1001,1.8125,5.0,101.0
2025-07-26T20:00:14,82.589005,26.661865,1002,1.0625,5.0,103.0
2025-07-26T22:00:15,82.582474,26.654842,1002,1.0000,5.0,100.0
2025-07-27T00:00:15,82.574547,26.667389,1003,0.5625,5.0,101.0
2025-07-27T02:00:14,82.564804,26.696880,1003,0.6250,5.0,105.0
2025-07-27T04:00:15,82.554482,26.730301,1003,1.3125,5.0,106.0
2025-07-27T06:00:15,82.546783,26.762768,1004,1.3750,5.0,105.0
2025-07-27T08:00:14,82.542358,26.804577,1004,1.7500,5.0,103.0
2025-07-27T10:00:15,82.540138,26.856840,1005,2.2500,5.0,102.0
2025-07-27T12:00:15,82.538879,26.928410,1005,2.2500,5.0,99.0
2025-07-27T14:00:14,82.534492,27.038288,1005,1.5625,5.0,106.0
2025-07-27T16:00:15,82.527405,27.150223,1005,0.9375,5.0,99.0
2025-07-27T18:00:15,82.518578,27.245029,1005,0.6250,5.0,105.0
2025-07-27T20:00:14,82.514320,27.327744,1006,0.4375,5.0,104.0
2025-07-27T22:00:15,82.513229,27.416517,1006,0.4375,5.0,107.0
2025-07-28T00:00:15,82.512741,27.526894,1006,0.1250,5.0,97.0
2025-07-28T02:00:14,82.510651,27.663795,1006,0.1250,5.0,105.0
2025-07-28T04:00:15,82.505531,27.814451,1006,0.3750,5.0,110.0
2025-07-28T06:00:15,82.499229,27.962246,1007,0.5000,5.0,101.0
2025-07-28T08:00:14,82.491684,28.084505,1008,0.8125,5.0,100.0
2025-07-28T10:00:15,82.485909,28.166033,1009,1.3125,5.0,103.0
2025-07-28T12:00:15,82.484917,28.219088,1009,1.2500,5.0,102.0
2025-07-28T14:00:14,82.487259,28.283737,1010,1.2500,5.0,102.0
2025-07-28T16:00:15,82.488037,28.394873,1010,1.0000,5.0,102.0
2025-07-28T18:00:15,82.484154,28.519672,1010,0.8750,5.0,98.0
2025-07-28T20:00:14,82.477921,28.608320,1011,0.3750,5.0,101.0
2025-07-28T22:00:15,82.474457,28.643864,1011,0.3750,5.0,106.0
2025-07-29T00:00:15,82.475517,28.662060,1011,0.1875,5.0,101.0
2025-07-29T02:00:14,82.479042,28.712479,1011,0.1875,5.0,102.0
2025-07-29T04:00:15,82.480087,28.802753,1011,0.5625,5.0,98.0
2025-07-29T06:00:15,82.476059,28.889668,1011,1.1875,5.0,97.0
2025-07-29T08:00:15,82.469788,28.932806,1012,2.8750,5.0,94.0
2025-07-29T10:00:14,82.468071,28.937632,1012,2.7500,5.0,102.0
2025-07-29T12:00:15,82.468941,28.933050,1012,3.8125,5.0,107.0
2025-07-29T14:00:15,82.472389,28.938431,1012,5.4375,5.0,101.0
2025-07-29T16:00:14,82.475212,28.970715,1011,4.5000,5.0,106.0
2025-07-29T18:00:15,82.474075,29.010876,1011,3.4375,5.0,99.0
2025-07-29T20:00:15,82.470749,29.017111,1011,2.3125,5.0,97.0
2025-07-29T22:00:14,82.470940,28.980326,1011,1.4375,5.0,100.0
2025-07-30T00:00:15,82.477417,28.941528,1011,1.5625,5.0,93.0
2025-07-30T02:00:15,82.483414,28.942366,1011,1.1250,5.0,100.0
2025-07-30T04:00:14,82.485443,28.971527,1011,1.6875,5.0,101.0
2025-07-30T06:00:15,82.481750,29.002356,1011,1.8750,5.0,97.0
2025-07-30T08:00:15,82.477493,29.000189,1011,2.3125,5.0,100.0
2025-07-30T10:00:14,82.474426,28.961395,1012,2.6875,5.0,97.0
2025-07-30T12:00:15,82.473656,28.920963,1013,2.5000,5.0,96.0
2025-07-30T14:00:15,82.471771,28.904642,1014,2.4375,5.0,101.0
2025-07-30T16:00:14,82.467407,28.931625,1015,2.2500,6.0,96.0
2025-07-30T18:00:15,82.455284,28.992870,1016,0.9375,5.0,91.0
2025-07-30T20:00:15,82.439926,29.037525,1017,0.1250,6.0,100.0
2025-07-30T22:00:14,82.426888,29.057503,1018,-0.3125,6.0,86.0
2025-07-31T00:00:15,82.419067,29.055555,1018,-0.9375,5.0,94.0
2025-07-31T02:00:15,82.418526,29.069826,1019,-1.4375,5.0,94.0
2025-07-31T04:00:14,82.419891,29.147327,1018,-0.6250,5.0,91.0
2025-07-31T06:00:15,82.419502,29.312223,1018,0.3125,5.0,89.0
2025-07-31T08:00:15,82.410461,29.505186,1019,1.0000,5.0,91.0
2025-07-31T10:00:14,82.398811,29.647219,1019,1.7500,5.0,97.0
2025-07-31T12:00:15,82.391541,29.736032,1020,2.1250,5.0,100.0
2025-07-31T14:00:15,82.391075,29.815880,1020,2.2500,5.0,96.0
2025-07-31T16:00:14,82.395554,29.929855,1019,1.7500,5.0,97.0
2025-07-31T18:00:15,82.396431,30.108248,1019,1.2500,5.0,97.0
2025-07-31T20:00:15,82.390701,30.281778,1020,0.7500,5.0,100.0
2025-07-31T22:00:14,82.382706,30.401182,1019,0.9375,6.0,99.0
2025-08-01T00:00:15,82.377518,30.452148,1019,0.6875,5.0,94.0
2025-08-01T02:00:15,82.379990,30.468136,1019,0.9375,6.0,95.0
2025-08-01T04:00:14,82.389664,30.502312,1018,0.8750,6.0,92.0
2025-08-01T06:00:15,82.399483,30.599512,1017,1.4375,5.0,98.0
2025-08-01T08:00:15,82.403786,30.732218,1017,2.0000,6.0,94.0
2025-08-01T10:00:14,82.399979,30.830023,1017,2.2500,6.0,95.0
2025-08-01T12:00:15,82.394379,30.848101,1016,3.0625,6.0,101.0
2025-08-01T14:00:15,82.396149,30.806890,1015,3.3125,6.0,93.0
2025-08-01T16:00:14,82.406715,30.792269,1013,3.1875,6.0,101.0
2025-08-01T18:00:15,82.418320,30.843491,1012,2.3125,6.0,94.0
2025-08-01T20:00:15,82.426102,30.935005,1011,1.2500,6.0,94.0
2025-08-01T22:00:14,82.430801,31.018721,1009,1.0000,6.0,94.0
2025-08-02T00:00:15,82.437256,31.035372,1008,0.6250,6.0,97.0
2025-08-02T02:00:15,82.450653,31.037046,1006,0.5625,6.0,88.0
2025-08-02T04:00:14,82.465050,31.086687,1005,0.8750,6.0,89.0
2025-08-02T06:00:15,82.473228,31.181831,1004,1.1250,6.0,91.0
2025-08-02T08:00:15,82.473526,31.290327,1004,2.0000,6.0,95.0
2025-08-02T10:00:14,82.466194,31.374300,1005,4.1875,6.0,95.0
2025-08-02T12:00:15,82.460403,31.395861,1005,3.6875,6.0,96.0
2025-08-02T14:00:15,82.464401,31.407305,1006,2.1875,6.0,92.0
2025-08-02T16:00:14,82.472771,31.476074,1006,1.8125,6.0,94.0
2025-08-02T18:00:15,82.477409,31.595865,1007,1.5625,6.0,97.0
2025-08-02T20:00:15,82.475311,31.748934,1007,1.3125,6.0,89.0
2025-08-02T22:00:14,82.467438,31.871107,1008,1.1250,6.0,96.0
2025-08-03T00:00:15,82.459938,31.952978,1009,0.5625,7.0,87.0
2025-08-03T02:00:15,82.457802,31.985643,1010,0.5625,6.0,98.0
2025-08-03T04:00:14,82.462685,32.039955,1011,0.5625,7.0,97.0
2025-08-03T06:00:15,82.467125,32.132393,1011,1.1875,7.0,96.0
2025-08-03T08:00:15,82.466003,32.272545,1013,1.8750,7.0,88.0
2025-08-03T10:00:14,82.458107,32.410740,1014,2.6250,7.0,91.0
2025-08-03T12:00:15,82.450142,32.473724,1015,2.5625,7.0,99.0
2025-08-03T14:00:15,82.451347,32.509399,1016,3.0625,7.0,96.0
2025-08-03T16:00:14,82.458549,32.578453,1017,1.7500,7.0,95.0
2025-08-03T18:00:15,82.466011,32.720512,1017,1.2500,7.0,92.0
2025-08-03T20:00:15,82.466980,32.890747,1018,1.0000,7.0,89.0
2025-08-03T22:00:14,82.460808,33.024136,1019,0.9375,7.0,95.0
2025-08-04T00:00:15,82.456573,33.086308,1020,0.9375,7.0,89.0
2025-08-04T02:00:15,82.462357,33.076820,1019,1.3125,7.0,97.0
2025-08-04T04:00:14,82.479118,33.097301,1019,1.4375,7.0,97.0
2025-08-04T06:00:15,82.500366,33.131035,1018,1.5625,7.0,95.0
2025-08-04T08:00:15,82.518456,33.264839,1017,2.5625,7.0,95.0
2025-08-04T10:00:14,82.528137,33.422138,1018,4.1250,7.0,97.0
2025-08-04T12:00:15,82.533134,33.542877,1018,2.9375,7.0,93.0
2025-08-04T14:00:15,82.542770,33.627430,1018,2.1250,8.0,91.0
2025-08-04T16:00:14,82.560921,33.708702,1018,1.7500,8.0,93.0
2025-08-04T18:00:15,82.581825,33.835045,1018,1.3125,8.0,101.0
2025-08-04T20:00:15,82.599518,33.980392,1018,0.9375,8.0,105.0
2025-08-04T22:00:14,82.613068,34.122852,1017,0.9375,8.0,100.0
2025-08-05T00:00:15,82.628723,34.233700,1017,0.5000,8.0,102.0
2025-08-05T02:00:15,82.646301,34.305794,1017,0.5000,8.0,107.0
2025-08-05T04:00:14,82.668648,34.374622,1016,0.6250,8.0,104.0
2025-08-05T06:00:15,82.695198,34.447857,1016,0.8750,9.0,107.0
2025-08-05T08:00:15,82.717537,34.522240,1016,1.0000,9.0,105.0
2025-08-05T10:00:14,82.739365,34.568192,1015,1.2500,9.0,104.0
2025-08-05T12:00:15,82.763100,34.612652,1015,1.7500,9.0,107.0
2025-08-05T14:00:15,82.785416,34.684956,1015,1.6250,9.0,101.0
2025-08-05T16:00:14,82.807640,34.762150,1015,1.3125,9.0,84.0
2025-08-05T18:00:15,82.831520,34.857571,1015,1.0000,9.0,86.0
2025-08-05T20:00:15,82.852608,34.954876,1015,0.7500,10.0,93.0
2025-08-05T22:00:14,82.867889,35.028843,1015,0.8125,10.0,93.0
2025-08-06T00:00:15,82.883995,35.074226,1015,0.6250,10.0,95.0
2025-08-06T02:00:15,82.901955,35.132759,1015,0.6250,10.0,92.0
2025-08-06T04:00:14,82.919357,35.207176,1015,0.8125,10.0,102.0
2025-08-06T06:00:15,82.934151,35.285427,1015,0.8750,10.0,84.0
2025-08-06T08:00:15,82.948189,35.339745,1015,0.9375,10.0,101.0
2025-08-06T10:00:14,82.965073,35.395035,1015,1.5000,11.0,105.0
2025-08-06T12:00:15,82.982368,35.497810,1015,1.8750,11.0,92.0
2025-08-06T14:00:15,82.993011,35.619118,1016,1.9375,11.0,92.0
2025-08-06T16:00:14,83.000008,35.712540,1016,1.5000,12.0,89.0
2025-08-06T18:00:15,83.008484,35.761028,1016,1.0000,12.0,75.0
2025-08-06T20:00:15,83.021805,35.775394,1016,0.9375,13.0,93.0
2025-08-06T22:00:14,83.036110,35.817955,1016,0.4375,13.0,83.0
2025-08-07T00:00:15,83.050323,35.895420,1016,1.0625,13.0,82.0
2025-08-07T02:00:15,83.057762,35.991062,1017,3.0000,14.0,98.0
2025-08-07T04:00:14,83.060715,36.049919,1016,5.3125,15.0,82.0
2025-08-07T06:00:15,83.061974,36.043427,1015,7.6250,17.0,96.0
2025-08-07T08:00:15,83.066154,35.992416,1014,8.2500,20.0,88.0
2025-08-07T10:00:14,83.074409,35.932503,1013,4.7500,23.0,106.0
2025-08-07T12:00:15,83.081741,35.897148,1012,3.2500,24.0,108.0
2025-08-07T14:00:15,83.085823,35.847485,1010,3.2500,24.0,92.0
2025-08-07T16:00:14,83.090912,35.774628,1009,2.0000,24.0,96.0
2025-08-07T18:00:15,83.096367,35.699093,1008,1.6875,24.0,97.0
2025-08-07T20:00:15,83.104416,35.628841,1007,1.5000,24.0,99.0
2025-08-07T22:00:14,83.114815,35.595703,1007,1.5000,24.0,93.0
2025-08-08T00:00:15,83.125725,35.613411,1007,1.0000,23.0,89.0
2025-08-08T02:00:15,83.135796,35.644337,1006,0.6875,23.0,92.0
2025-08-08T04:00:14,83.144257,35.681629,1007,0.8750,23.0,94.0
2025-08-08T06:00:15,83.150681,35.695183,1007,1.0625,23.0,95.0
2025-08-08T08:00:15,83.162636,35.690975,1007,1.3125,23.0,93.0
2025-08-08T10:00:14,83.175339,35.696014,1007,1.3125,23.0,102.0
2025-08-08T12:00:15,83.188835,35.725475,1006,1.6875,23.0,98.0
2025-08-08T14:00:15,83.198486,35.767334,1006,1.6875,23.0,98.0
2025-08-08T16:00:14,83.205910,35.789982,1006,1.1250,23.0,104.0
2025-08-08T18:00:15,83.214104,35.788815,1006,0.8750,23.0,103.0
2025-08-08T20:00:15,83.224403,35.785595,1007,0.6875,23.0,102.0
2025-08-08T22:00:14,83.236916,35.809776,1007,0.6875,23.0,106.0
2025-08-09T00:00:15,83.246216,35.892944,1007,0.4375,23.0,93.0
2025-08-09T02:00:15,83.250710,35.972977,1008,0.5625,23.0,86.0
2025-08-09T04:00:14,83.256630,36.043522,1009,1.0625,23.0,85.0
2025-08-09T06:00:15,83.261749,36.104370,1010,1.1875,23.0,78.0
2025-08-09T08:00:15,83.264778,36.158016,1012,2.0625,24.0,84.0
2025-08-09T10:00:14,83.267296,36.221035,1014,3.0625,24.0,87.0
2025-08-09T12:00:15,83.269234,36.295395,1015,3.1250,25.0,82.0
2025-08-09T14:00:15,83.269501,36.379650,1017,2.6250,25.0,83.0
2025-08-09T16:00:14,83.265778,36.451435,1018,2.0000,25.0,91.0
2025-08-09T18:00:15,83.262474,36.471493,1019,1.3125,25.0,86.0
2025-08-09T20:00:15,83.263290,36.463509,1019,0.8750,25.0,88.0
2025-08-09T22:00:14,83.270866,36.459629,1020,1.0625,25.0,98.0
2025-08-10T00:00:15,83.281418,36.487354,1021,0.6250,25.0,96.0
2025-08-10T02:00:15,83.290359,36.583179,1021,0.7500,25.0,94.0
2025-08-10T04:00:14,83.292458,36.699963,1021,1.2500,25.0,92.0
2025-08-10T06:00:15,83.292099,36.744556,1022,1.6250,25.0,105.0
2025-08-10T08:00:15,83.295372,36.730698,1022,2.8125,25.0,98.0
2025-08-10T10:00:14,83.306816,36.707027,1022,3.4375,25.0,101.0
2025-08-10T12:00:15,83.322334,36.729797,1022,4.8750,25.0,106.0
2025-08-10T14:00:15,83.333488,36.811043,1022,4.7500,25.0,99.0
2025-08-10T16:00:14,83.337616,36.875023,1022,3.7500,25.0,100.0
2025-08-10T18:00:15,83.335670,36.914314,1022,2.7500,25.0,101.0
2025-08-10T20:00:15,83.335289,36.899433,1021,1.6250,25.0,107.0
2025-08-10T22:00:14,83.343475,36.867065,1021,1.3125,25.0,101.0
2025-08-11T00:00:15,83.354622,36.892918,1022,0.8750,24.0,103.0
2025-08-11T02:00:15,83.361420,36.972614,1021,0.9375,25.0,96.0
2025-08-11T04:00:14,83.361603,37.055531,1021,1.0000,24.0,100.0
2025-08-11T06:00:15,83.360077,37.077110,1021,1.1250,24.0,102.0
2025-08-11T08:00:15,83.363319,37.066238,1021,2.0000,24.0,104.0
2025-08-11T10:00:14,83.372169,37.059464,1021,2.9375,24.0,106.0
