time,latitude (deg),longitude (deg),barometric pressure (hPa),air temperature (degC),tilt (deg),compass bearing (deg)
2025-08-17T03:00:15,84.649559,20.102760,1004,-0.0625,3.0,252.0
2025-08-17T05:00:14,84.646530,20.017962,1005,-0.1250,3.0,255.0
2025-08-17T07:00:15,84.636597,20.001036,1006,0.1250,4.0,255.0
2025-08-17T09:00:15,84.615318,19.975275,1007,0.1875,4.0,250.0
2025-08-17T11:00:14,84.587723,19.842079,1008,0.2500,5.0,257.0
2025-08-17T13:00:15,84.565994,19.593386,1009,0.2500,5.0,265.0
2025-08-17T15:00:15,84.553810,19.372074,1010,-0.1250,4.0,262.0
2025-08-17T17:00:14,84.543571,19.284836,1011,-0.5625,4.0,273.0
2025-08-17T19:00:15,84.527679,19.297697,1012,-0.8125,4.0,266.0
2025-08-17T21:00:15,84.502319,19.321007,1012,-1.1250,5.0,267.0
2025-08-17T23:00:14,84.472237,19.245405,1013,-1.3125,4.0,268.0
2025-08-18T01:00:15,84.451469,19.058596,1013,-1.3125,4.0,271.0
2025-08-18T03:00:15,84.442963,18.918015,1013,-1.3125,4.0,272.0
2025-08-18T05:00:14,84.437927,18.914141,1013,-1.3750,5.0,267.0
2025-08-18T07:00:15,84.426102,18.995306,1013,-1.3125,8.0,271.0
2025-08-18T09:00:15,84.408752,19.028950,1013,-0.8750,7.0,268.0
2025-08-18T11:00:14,84.392456,18.994711,1013,-0.6250,7.0,268.0
2025-08-18T13:00:15,84.384270,18.933317,1013,-0.4375,7.0,271.0
2025-08-18T15:00:15,84.382881,18.916723,1013,-0.5625,6.0,268.0
2025-08-18T17:00:14,84.383331,18.979662,1012,-0.8750,5.0,267.0
2025-08-18T19:00:15,84.380219,19.104553,1012,-1.0000,4.0,267.0
2025-08-18T21:00:15,84.367302,19.212400,1011,-0.7500,4.0,255.0
2025-08-18T23:00:14,84.350380,19.224340,1011,-0.8125,3.0,260.0
2025-08-19T01:00:15,84.341774,19.150517,1011,-0.8750,4.0,263.0
2025-08-19T03:00:15,84.341805,19.097038,1011,-1.0000,4.0,254.0
2025-08-19T05:00:14,84.341789,19.068331,1012,-0.9375,3.0,256.0
2025-08-19T07:00:15,84.339211,19.070793,1013,-0.9375,4.0,272.0
2025-08-19T09:00:15,84.331223,19.024096,1014,-0.7500,4.0,257.0
2025-08-19T11:00:14,84.319695,18.920862,1015,-0.5000,6.0,256.0
2025-08-19T13:00:15,84.307678,18.741848,1015,-0.6875,3.0,267.0
2025-08-19T15:00:15,84.301460,18.570930,1016,-0.7500,5.0,272.0
2025-08-19T17:00:14,84.295700,18.442160,1016,-1.0000,3.0,268.0
2025-08-19T19:00:15,84.286102,18.378376,1015,-1.7500,8.0,278.0
2025-08-19T21:00:15,84.272797,18.285961,1016,-2.0000,4.0,272.0
2025-08-19T23:00:14,84.261925,18.186317,1017,-2.2500,7.0,276.0
2025-08-20T01:00:15,84.251854,18.100927,1017,-2.1250,9.0,271.0
2025-08-20T03:00:15,84.244064,18.010750,1018,-2.2500,10.0,273.0
2025-08-20T05:00:14,84.239151,17.958231,1018,-2.2500,6.0,268.0
2025-08-20T07:00:15,84.232643,17.924383,1019,-2.2500,5.0,272.0
2025-08-20T09:00:15,84.223907,17.871508,1021,-1.1875,6.0,268.0
2025-08-20T11:00:14,84.215652,17.780388,1020,-1.0000,7.0,271.0
2025-08-20T13:00:15,84.211189,17.713005,1022,-0.1250,7.0,271.0
2025-08-20T15:00:15,84.207794,17.667513,1022,0.0000,7.0,271.0
2025-08-20T17:00:14,84.203239,17.627836,1021,-0.1875,6.0,269.0
2025-08-20T19:00:15,84.199356,17.573513,1019,-1.0000,7.0,273.0
2025-08-20T21:00:15,84.200241,17.546524,1019,-1.6875,6.0,255.0
2025-08-20T23:00:14,84.198898,17.533014,1019,-1.8750,6.0,256.0
2025-08-21T01:00:15,84.195778,17.504051,1019,-2.0000,6.0,257.0
2025-08-21T03:00:15,84.196152,17.466145,1018,-2.7500,6.0,254.0
2025-08-21T05:00:14,84.198730,17.453934,1019,-2.1875,6.0,254.0
2025-08-21T07:00:15,84.196976,17.454899,1022,-1.0625,6.0,256.0
2025-08-21T09:00:15,84.192360,17.435591,1023,-0.1875,6.0,254.0
2025-08-21T11:00:15,84.189758,17.416809,1024,0.5000,6.0,251.0
2025-08-21T13:00:14,84.189461,17.406265,1025,1.4375,6.0,256.0
2025-08-21T15:00:15,84.190193,17.407358,1022,1.0625,6.0,253.0
2025-08-21T17:00:15,84.190918,17.424763,1019,0.1250,6.0,255.0
2025-08-21T19:00:14,84.191338,17.446232,1017,-0.9375,6.0,253.0
2025-08-21T21:00:15,84.192825,17.488575,1016,-1.5625,6.0,255.0
2025-08-21T23:00:15,84.191116,17.533655,1015,-2.1250,6.0,252.0
2025-08-22T01:00:14,84.188988,17.545809,1014,-2.7500,9.0,254.0
2025-08-22T03:00:15,84.190659,17.554014,1014,-2.6875,10.0,249.0
2025-08-22T05:00:15,84.196915,17.599798,1014,-2.5625,10.0,255.0
2025-08-22T07:00:15,84.198402,17.670172,1015,-2.2500,10.0,255.0
2025-08-22T09:00:14,84.195160,17.707306,1016,-1.7500,10.0,258.0
2025-08-22T11:00:15,84.194893,17.726564,1017,-1.2500,10.0,257.0
2025-08-22T13:00:15,84.196976,17.753338,1017,-0.6250,10.0,253.0
2025-08-22T15:00:14,84.200928,17.807423,1015,-0.5000,10.0,256.0
2025-08-22T17:00:15,84.202629,17.869171,1015,-0.9375,10.0,257.0
2025-08-22T19:00:15,84.204201,17.912321,1013,-1.4375,10.0,260.0
2025-08-22T21:00:14,84.206993,17.953466,1014,-1.4375,10.0,254.0
2025-08-22T23:00:15,84.208855,17.999126,1014,-1.4375,10.0,257.0
2025-08-23T01:00:15,84.208687,18.066347,1013,-1.6250,10.0,257.0
2026-03-02T16:38:17,78.222298,15.654926,1014,17.6875,2.0,228.0
2026-03-02T18:00:15,78.222282,15.654858,1014,6.4375,2.0,232.0
2026-03-02T20:00:14,78.222450,15.654813,1014,3.3125,2.0,231.0
2026-03-02T22:00:15,78.222710,15.654788,1013,1.6250,2.0,231.0
2026-03-03T00:00:15,78.222298,15.654871,1012,-0.4375,2.0,234.0
2026-03-03T02:00:14,78.222351,15.654886,1011,-0.5000,2.0,234.0
